el|305.3|Σεξισμός
el|305.42|Φεμινισμός
el|305.48|Χαρέμι
el|305.492 74|Παλαιστίνιες
el|305.4|Γυναίκα
el|305.523 4|Πλούσιοι
el|305.552|Διανόηση
el|305.568|Αλητεία
el|305.569 092|Φτώχεια - Προσωπικές αφηγήσεις
el|305.569|Φτώχεια
el|305.5|Κοινωνικές τάξεις
el|305.803 4|Ινδοευρωπαίοι
el|305.808 3|Εθνολογία - Βιβλία για παιδιά
el|305.808 3|Ρατσισμός - Βιβλία για παιδιά
el|305.813|Αμερικανοί
el|305.849 5|Εθνολογία - Ελλάς
el|305.88|Έλληνες
el|305.891 497|Τσιγγάνοι
el|305.891 991|Αλβανοί
el|305.891 99|Χετταίοι
